"id","parcel_apn","sthsnum","ststname","stsuffix","stcity","ststate","stzip"
359287941,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
348418645,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
230791935,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
221285961,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
207912569,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
108468346,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
104705856,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
6299555,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
101846335,"130 2593","14","RESERVOIR","RD","SOUTHBURY","CT","06488"
121236594,"059 260912968374","311","SANDY HOLLOW","RD","MYSTIC","CT","06355"
13908938,"059 261909061340","289","SANDY HOLLOW","RD","MYSTIC","CT","06355"
358425187,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
357397722,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
230186501,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
347676069,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
220634396,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
207272619,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
108362972,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
104608834,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
6388760,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
101756070,"130 2953","108","STRONGTOWN","RD","SOUTHBURY","CT","06488"
358865630,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
348056967,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
230488082,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
220962267,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
207599405,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
108417052,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
104658540,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
120682854,"104 018-001-002.000-0000","252","OLD CANTERBURY","TPKE","NORWICH","CT","06360"
13655692,"104 018-001-002.000-0000","252","OLD CANTERBURY","TPKE","NORWICH","CT","06360"
203139203,"104 018-001-002.000-0000","252","OLD CANTERBURY","TPKE","NORWICH","CT","06360"
6451458,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
101799241,"130 5010","11","SPENCER","AVE","GUILFORD","CT","06437"
120479685,"058 28-30-56A","7A","LAKE","RD","GRISWOLD","CT","06351"
13572741,"058 28-30-56A","7A","LAKE","RD","GRISWOLD","CT","06351"
201913415,"058 28-30-56A","7A","LAKE","RD","GRISWOLD","CT","06351"
13666291,"058 35-78-37.2","2","SPRUCE","ST","GRISWOLD","CT","06351"
120662454,"058 35-78-37.2","2","SPRUCE","ST","GRISWOLD","CT","06351"
203016843,"058 35-78-37.2","2","SPRUCE","ST","GRISWOLD","CT","06351"
203136845,"058 37-28-57.1","100A","SAINT JOHN","RD","GRISWOLD","CT","06351"
120682466,"058 37-28-57.1","100A","SAINT JOHN","RD","GRISWOLD","CT","06351"
13675114,"058 37-28-57.1","100A","SAINT JOHN","RD","GRISWOLD","CT","06351"
203197956,"058 45-87-48","97R","PRESTON","RD","GRISWOLD","CT","06351"
120692018,"058 45-87-48","97R","PRESTON","RD","GRISWOLD","CT","06351"
13678726,"058 45-87-48","97R","PRESTON","RD","GRISWOLD","CT","06351"
202583816,"058 48-100-110.1&2","31A","YURECHKO","DR","GRISWOLD","CT","06351"
120591523,"058 48-100-110.1&2","31A","YURECHKO","DR","GRISWOLD","CT","06351"
359512264,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
348617058,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
230955184,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
221452689,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
208083349,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
108495112,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
104731037,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
6204568,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
101873458,"130 5077","36","MURPHY","LN","SOUTHBURY","CT","06488"
359524445,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
348627077,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
230964114,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
221461910,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
208091614,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
108496595,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
104732408,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
6230803,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
101874901,"130 5078","624","JACOB","RD","SOUTHBURY","CT","06488"
359546614,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
348647261,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
230981107,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
221479932,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
208107948,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
108499377,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
104734892,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
6217387,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
101877622,"130 3509","215","WESTENHOOK","TER","SOUTHBURY","CT","06488"
359618950,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
348710911,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
231032887,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
221536311,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
208161327,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
108508208,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
104742819,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
6238569,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
101886438,"130 3337","59","FIELDSTONE","WAY","SOUTHBURY","CT","06488"
359709565,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
348793627,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
231099573,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
221608771,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
208233170,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
108519384,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
104753147,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
6264302,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
13634845,"058 48-100-110.1&2","31A","YURECHKO","DR","GRISWOLD","CT","06351"
202787433,"058 48-120-3","879A","VOLUNTOWN","RD","GRISWOLD","CT","06351"
120624401,"058 48-120-3","879A","VOLUNTOWN","RD","GRISWOLD","CT","06351"
13653310,"058 48-120-3","879A","VOLUNTOWN","RD","GRISWOLD","CT","06351"
203179430,"058 58-119-25 A","4","RUTH","AVE","GRISWOLD","CT","06351"
120689476,"058 58-119-25 A","4","RUTH","AVE","GRISWOLD","CT","06351"
13685369,"058 58-119-25 A","4","RUTH","AVE","GRISWOLD","CT","06351"
201897276,"058 60-116-6","24A","EDWARD","AVE","GRISWOLD","CT","06351"
120476832,"058 60-116-6","24A","EDWARD","AVE","GRISWOLD","CT","06351"
13580629,"058 60-116-6","24A","EDWARD","AVE","GRISWOLD","CT","06351"
201880369,"058 60-116-2","8","EDWARD","AVE","GRISWOLD","CT","06351"
120473944,"058 60-116-2","8","EDWARD","AVE","GRISWOLD","CT","06351"
13581339,"058 60-116-2","8","EDWARD","AVE","GRISWOLD","CT","06351"
101897948,"130 5035","735","JACOB","RD","SOUTHBURY","CT","06488"
359789915,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
348863492,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
231156627,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
221666685,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
208294776,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
108528289,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
104761682,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
6291603,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
101907674,"130 4069","604","BURR","RD","SOUTHBURY","CT","06488"
347676222,"108 18/30/5","46","NICHOLS","RD","OXFORD","CT","06478"
220634563,"108 18/30/5","46","NICHOLS","RD","OXFORD","CT","06478"
207272977,"108 18/30/5","46","NICHOLS","RD","OXFORD","CT","06478"
108362996,"108 18/30/5","46","NICHOLS","RD","OXFORD","CT","06478"
104608854,"108 18/30/5","46","NICHOLS","RD","OXFORD","CT","06478"
6369236,"108 18/30/5","46","NICHOLS","RD","OXFORD","CT","06478"
101756090,"108 18/30/5","46","NICHOLS","RD","OXFORD","CT","06478"
358557390,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
357531724,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
201902247,"058 59-119-346","44","RICHARD","AVE","GRISWOLD","CT","06351"
120477746,"058 59-119-346","44","RICHARD","AVE","GRISWOLD","CT","06351"
13583585,"058 59-119-346","44","RICHARD","AVE","GRISWOLD","CT","06351"
201901329,"058 60-119-343","36A","RICHARD","AVE","GRISWOLD","CT","06351"
120477599,"058 60-119-343","36A","RICHARD","AVE","GRISWOLD","CT","06351"
13580779,"058 60-119-343","36A","RICHARD","AVE","GRISWOLD","CT","06351"
201891808,"058 60-116-9","27A","RICHARD","AVE","GRISWOLD","CT","06351"
120475929,"058 60-116-9","27A","RICHARD","AVE","GRISWOLD","CT","06351"
13580189,"058 60-116-9","27A","RICHARD","AVE","GRISWOLD","CT","06351"
13650355,"104 055-002-043.000-0000","39R","MAENNERCHOR","AVE","TAFTVILLE","CT","06380"
347792231,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
230275530,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
220734604,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
207374948,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
108379667,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
104623892,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
6388929,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
101769296,"108 19/58/1-7","17","PERRY","LN","OXFORD","CT","06478"
358883814,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
348072896,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
230500615,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
220974910,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
207613201,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
108419242,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
104660516,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
6460100,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
101800967,"130 6004","60","OLD QUARRY","RD","GUILFORD","CT","06437"
358889378,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
348077944,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
230504509,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
220978901,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
207617691,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
108419909,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
104661119,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
6450317,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
101801508,"130 6003","60","OLD QUARRY","RD","GUILFORD","CT","06437"
13912851,"059 261909064020","30","STONY HILL","DR","MYSTIC","CT","06355"
120670371,"073 01/125-0000","210","BUNDY HILL","RD","LISBON","CT","06351"
203065028,"073 01/125-0000","210","BUNDY HILL","RD","LISBON","CT","06351"
13675001,"073 01/125-0000","210","BUNDY HILL","RD","LISBON","CT","06351"
13683623,"104 063-001-069.000-0000","104","NORWICH","AVE","NORWICH","CT","06360"
120684193,"104 063-001-069.000-0000","104","NORWICH","AVE","NORWICH","CT","06360"
203147148,"104 063-001-069.000-0000","104","NORWICH","AVE","NORWICH","CT","06360"
201911198,"104 070-001-009.000-0000","74R","RUSSELL","RD","NORWICH","CT","06360"
120479305,"104 070-001-009.000-0000","74R","RUSSELL","RD","NORWICH","CT","06360"
13589472,"104 070-001-009.000-0000","74R","RUSSELL","RD","NORWICH","CT","06360"
202580627,"114 6-0-JUL1-8","130","SILL","LN","OLD LYME","CT","06371"
120590904,"114 6-0-JUL1-8","130","SILL","LN","OLD LYME","CT","06371"
13652235,"114 6-0-JUL1-8","130","SILL","LN","OLD LYME","CT","06371"
202614666,"114 6-0-JUL1-1","108","SILL","LN","OLD LYME","CT","06371"
120596744,"114 6-0-JUL1-1","108","SILL","LN","OLD LYME","CT","06371"
13654763,"114 6-0-JUL1-1","108","SILL","LN","OLD LYME","CT","06371"
202656041,"114 6-0-STA1-36","36A","STANTON","LN","PRESTON","CT","06365"
120602943,"114 6-0-STA1-36","36A","STANTON","LN","PRESTON","CT","06365"
13658540,"114 6-0-STA1-36","36A","STANTON","LN","PRESTON","CT","06365"
203060967,"104 086-003-003.000-0000","267R","BOSWELL","AVE","NORWICH","CT","06360"
120669709,"104 086-003-003.000-0000","267R","BOSWELL","AVE","NORWICH","CT","06360"
101813580,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
6469005,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
104674775,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
108434815,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
207709136,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
221072731,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
348179834,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
230591751,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
359012965,"130 6007","248","BERKSHIRE","RD","SOUTHBURY","CT","06488"
359010964,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
348178450,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
230590454,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
221071301,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
207707793,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
108434595,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
104674583,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
6468881,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
101813366,"130 6008","240","ISLAND BAY","CIR","GUILFORD","CT","06437"
359008072,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
230588566,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
348176561,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
221069273,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
207705879,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
108434285,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
104674285,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
6466816,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
101813085,"130 6068","190","BERKSHIRE","RD","SOUTHBURY","CT","06488"
359525180,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
348627653,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
230964634,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
221462464,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
208092147,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
108496688,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
104732492,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
6213736,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
101874991,"130 3313","215","LUNA TRAIL","EXT","SOUTHBURY","CT","06488"
358947873,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
348126743,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
230546153,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
221022218,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
207660778,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
13688909,"104 086-003-003.000-0000","267R","BOSWELL","AVE","NORWICH","CT","06360"
203330896,"104 087-002-079.000-0000","301","CENTRAL","AVE","NORWICH","CT","06360"
120715188,"104 087-002-079.000-0000","301","CENTRAL","AVE","NORWICH","CT","06360"
13717164,"104 087-002-079.000-0000","301","CENTRAL","AVE","NORWICH","CT","06360"
203485333,"104 087-003-071.000-0000","56","ROOSEVELT","AVE","NORWICH","CT","06360"
120741296,"104 087-003-071.000-0000","56","ROOSEVELT","AVE","NORWICH","CT","06360"
13732249,"104 087-003-071.000-0000","56","ROOSEVELT","AVE","NORWICH","CT","06360"
120612660,"104 095-002-075.000-0000","296","HAMILTON","AVE","NORWICH","CT","06360"
202715515,"104 095-002-075.000-0000","296","HAMILTON","AVE","NORWICH","CT","06360"
13619634,"104 095-002-075.000-0000","296","HAMILTON","AVE","NORWICH","CT","06360"
202753904,"104 095-003-015.000-0000","373R","HAMILTON","AVE","NORWICH","CT","06360"
120619057,"104 095-003-015.000-0000","373R","HAMILTON","AVE","NORWICH","CT","06360"
13626632,"104 095-003-015.000-0000","373R","HAMILTON","AVE","NORWICH","CT","06360"
202761533,"104 095-002-080.000-0000","260R","HAMILTON","AVE","NORWICH","CT","06360"
120620235,"104 095-002-080.000-0000","260R","HAMILTON","AVE","NORWICH","CT","06360"
13622056,"104 095-002-080.000-0000","260R","HAMILTON","AVE","NORWICH","CT","06360"
13909092,"059 261909056920","20","STONY HILL","DR","MYSTIC","CT","06355"
13625041,"104 104-001-032.000-0001","67","CORNING","RD","NORWICH","CT","06360"
202823543,"104 104-001-032.000-0001","67","CORNING","RD","NORWICH","CT","06360"
120630241,"104 104-001-032.000-0001","67","CORNING","RD","NORWICH","CT","06360"
202861460,"104 079-003-009.000-0000","20","HYDE","PL","NORWICH","CT","06360"
120636600,"104 079-003-009.000-0000","20","HYDE","PL","NORWICH","CT","06360"
13630421,"104 079-003-009.000-0000","20","HYDE","PL","NORWICH","CT","06360"
202919166,"114 5-0-LON1-49","49","LONG SOCIETY","RD","PRESTON","CT","06365"
120646107,"114 5-0-LON1-49","49","LONG SOCIETY","RD","PRESTON","CT","06365"
13638320,"114 5-0-LON1-49","49","LONG SOCIETY","RD","PRESTON","CT","06365"
203425359,"104 102-007-050.000-0000","165","TALMAN","ST","NORWICH","CT","06360"
120731539,"104 102-007-050.000-0000","165","TALMAN","ST","NORWICH","CT","06360"
13663840,"104 102-007-050.000-0000","165","TALMAN","ST","NORWICH","CT","06360"
203613620,"104 103-002-010.000-0000","54R","HAMILTON","AVE","NORWICH","CT","06360"
120763044,"104 103-002-010.000-0000","54R","HAMILTON","AVE","NORWICH","CT","06360"
13666810,"104 103-002-010.000-0000","54R","HAMILTON","AVE","NORWICH","CT","06360"
203977521,"114 17-0-2-32","32A","ROUTE 2","","PRESTON","CT","06365"
120826570,"114 17-0-2-32","32A","ROUTE 2","","PRESTON","CT","06365"
108427037,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
104667525,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
6354948,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
101807161,"130 3409","267","AMOS WHITE","RD","SOUTHBURY","CT","06488"
358957014,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
230552515,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
348133602,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
221029643,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
207667569,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
108428139,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
104668528,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
6355403,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
101808061,"130 3697","1166","GEORGES HILL","RD","SOUTHBURY","CT","06488"
359591501,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
348686569,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
231013223,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
221515077,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
208141584,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
108504787,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
104739821,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
6378394,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
101883087,"108 5/42/V 39","24A","SCOTT","AVE","SEYMOUR","CT","06483"
358948570,"130 3469","1508","KETTLETOWN","RD","SOUTHBURY","CT","06488"
348127762,"130 3469","1508","KETTLETOWN","RD","SOUTHBURY","CT","06488"
230546684,"130 3469","1508","KETTLETOWN","RD","SOUTHBURY","CT","06488"
221022925,"130 3469","1508","KETTLETOWN","RD","SOUTHBURY","CT","06488"
207661279,"130 3469","1508","KETTLETOWN","RD","SOUTHBURY","CT","06488"
108427125,"130 3469","1508","KETTLETOWN","RD","SOUTHBURY","CT","06488"
104667613,"130 3469","1508","KETTLETOWN","RD","SOUTHBURY","CT","06488"
